44, -0.320
24, 0.230
8, 0.541
29, 0.051
37, -0.502
20, 0.656
28, 0.071
35, -0.183
36, -0.209
36, -0.273
41, -0.325
23, 0.555
21, 0.548
34, 0.032
28, 0.110
29, -0.087
41, -0.304
17, 0.286
23, 0.043
38, -0.454
32, -0.122
48, -0.704
43, -0.560
33, -0.170
41, -0.742
28, 0.205
21, 0.324
19, 0.350
16, 0.711
23, 0.334
14, 0.643
31, 0.011
28, 0.046
42, -0.090
38, -0.406
38, -0.190
25, 0.396
38, -0.370
35, -0.155
46, -0.476
38, 0.008
32, -0.182
36, -0.290
11, 0.464
31, 0.344
39, -0.342
34, -0.202
35, 0.088
38, -0.317
24, 0.314
38, 0.017
45, -0.517
37, -0.199
24, 0.606
28, 0.200
29, 0.188
27, 0.294
37, -0.210
38, 0.026
44, -0.741
31, -0.036
43, -0.364
35, 0.192
35, 0.018
37, -0.371
36, -0.285
36, 0.087
40, 0.072
24, 0.551
23, 0.200
25, 0.545
21, 0.360
40, -0.482
29, -0.068
21, 0.351
20, 0.201
32, 0.006
34, -0.130
38, -0.123
26, 0.005
36, -0.120
32, 0.235
31, -0.332
19, 0.458
30, 0.120
28, 0.292
37, -0.312
23, 0.061
27, 0.174
37, -0.054
28, -0.330
22, 0.669
32, -0.346
21, 0.327
35, -0.071
39, -0.049
44, -0.398
28, 0.041
46, -0.651
39, -0.193
23, 0.263
34, -0.168
44, -0.329
24, 0.159
36, -0.085
33, -0.332
36, 0.229
41, -0.434
34, 0.185
32, 0.245
17, 0.283
22, 0.262
29, -0.264
37, 0.035
33, 0.118
22, 0.272
20, 0.198
23, -0.101
31, 0.019
28, 0.218
32, 0.168
44, -0.153
38, -0.215
42, -0.342
28, 0.049
47, -0.490
18, 0.252
30, 0.119
46, -0.490
46, -0.680
36, -0.101
23, 0.312
36, -0.469
23, 0.211
29, -0.122
41, -0.409
26, 0.232
37, -0.518
24, -0.170
35, -0.102
47, -0.443
15, 0.528
11, 0.647
45, -0.363
27, -0.028
26, -0.068
31, 0.087
44, -0.085
26, 0.571
21, 0.415
37, -0.659
39, -0.273
26, 0.075
40, -0.410
34, -0.237
19, 0.343
46, -0.389
49, -0.633
49, -0.383
15, 0.438
22, 0.497
32, 0.267
23, 0.169
35, -0.582
24, 0.243
37, -0.050
20, 0.080
25, 0.303
30, 0.432
42, -0.096
25, 0.466
40, -0.184
20, 0.425
35, -0.038
33, -0.013
41, -0.171
43, -0.347
26, 0.391
49, -0.612
42, -0.340
39, -0.234
30, -0.106
43, -0.368
32, 0.340
33, -0.272
37, -0.320
33, -0.445
30, -0.145
27, 0.260
48, -0.763
40, -0.465
46, -0.370
33, 0.135
31, -0.032
24, 0.473
46, -0.569
42, -0.368
27, 0.314
37, -0.163
25, 0.444
39, 0.097
27, 0.332
33, -0.261
25, 0.194
37, 0.151
42, -0.402
39, 0.036
31, 0.083
27, 0.231
30, 0.238
28, 0.002
29, -0.116
43, -0.389
38, -0.066
22, 0.290
17, 0.502
29, 0.279
38, -0.018
40, -0.338
36, -0.012
37, -0.551
35, -0.196
15, 0.622
31, -0.143
20, 0.591
36, -0.084
41, -0.277
41, -0.545
29, 0.293
36, -0.092
27, 0.119
21, 0.086
45, -0.290
27, 0.383
40, -0.085
30, 0.007
50, -0.353
26, 0.155
31, 0.066
32, 0.559
24, -0.059
28, 0.136
32, 0.045
22, 0.295
31, 0.305
32, 0.097
49, -0.589
38, -0.487
24, 0.169
33, -0.341
28, -0.111
39, -0.649
39, -0.192
44, -0.192
31, 0.000
30, -0.183
38, -0.437
25, 0.176
35, -0.181
35, -0.065
35, -0.034
41, -0.014
35, 0.275
43, -0.567
41, -0.192
39, -0.147
40, -0.236
17, 0.379
22, 0.256
27, 0.254
39, -0.551
43, -0.401
33, -0.143
25, 0.419
44, -0.099
29, 0.261
37, -0.334
38, 0.151
27, 0.251
46, -0.421
31, -0.061
36, -0.250
36, -0.055
18, 0.315
31, 0.113
24, 0.404
44, -0.416
34, -0.139
20, 0.074
28, 0.351
19, 0.277
51, -0.665
23, 0.137
36, -0.054
15, 0.629
24, 0.291
35, -0.161
29, 0.161
29, 0.031
34, 0.123
29, -0.281
37, -0.279
26, 0.251
34, -0.016
38, -0.104
44, 0.116
34, 0.219
34, -0.276
25, 0.294
34, -0.391
18, 0.300
21, 0.358
44, -0.321
35, -0.125
25, 0.192
27, -0.016
26, 0.441
34, -0.015
25, 0.183
32, -0.108
27, 0.112
33, -0.016
34, -0.196
21, 0.392
35, -0.386
29, 0.242
22, 0.297
28, 0.177
29, -0.233
28, -0.006
28, -0.178
40, -0.074
28, 0.506
47, -0.635
47, -0.691
49, -0.680
37, -0.241
42, -0.584
39, -0.330
28, 0.397
34, -0.006
20, 0.249
25, -0.191
23, -0.070
27, 0.269
27, 0.203
27, -0.084
27, 0.101
47, -0.537
29, 0.266
37, 0.064
27, -0.011
26, 0.170
44, -0.566
14, 0.786
30, 0.420
17, 0.384
17, 0.487
21, 0.166
37, -0.284
53, -0.543
24, 0.537
28, 0.212
39, 0.047
42, -0.197
29, 0.259
23, 0.425
20, 0.266
32, 0.149
23, 0.539
18, 0.328
26, -0.025
43, -0.310
20, 0.353
40, -0.453
28, 0.368
33, -0.182
30, -0.008
21, 0.230
33, -0.080
33, 0.174
30, 0.366
21, 0.374
35, -0.209
34, 0.051
31, 0.324
35, -0.185
30, 0.116
24, -0.034
43, 0.007
25, 0.267
18, 0.368
20, 0.506
24, -0.174
